,id,app_name,genres,tags,specs,combined_features
1421,615920,fantasy groundsadventuring animals token pack,indie,strategy,multiplayer,indie strategy multiplayer
1422,319016,hyperdimension neptunia rebirth1 histoire battle entry イストワールバトル参加ライセンス 伊絲特媧兒參戰許可,rpg,rpg,singleplayer,rpg rpg singleplayer
1423,343952,fsx steam editiondiscover arabia addon,simulation,simulation,singleplayer,simulation simulation singleplayer
1424,761231,super meat shooterhappy meat winter,action,action,singleplayer,action action singleplayer
1425,676490,heroes of civilizations,free to play,free to play,singleplayer,free to play free to play singleplayer
1426,731600,heckpoint,action,early access,singleplayer,action early access singleplayer
1427,373150,content packeuropa universalis iv common sense,simulation,strategy,singleplayer,simulation strategy singleplayer
1428,645710,crazy catman,action,action,singleplayer,action action singleplayer
1429,6040,the dig,adventure,adventure,singleplayer,adventure adventure singleplayer
1430,545741,mechwarrior onlinemedium mech performance steam pack ii,action,simulation,multiplayer,action simulation multiplayer
1431,583490,infinipicross,casual,casual,singleplayer,casual casual singleplayer
1432,306460,unturnedpermanent gold upgrade,action,free to play,singleplayer,action free to play singleplayer
1433,614000,xplane 11addon aerosoftairport rio de janeiro intl v20,simulation,simulation,singleplayer,simulation simulation singleplayer
1434,293320,coma mortuary,adventure,horror,singleplayer,adventure horror singleplayer
1435,227560,scourge outbreak,action,action,singleplayer,action action singleplayer
1436,230070,the age of decadence,indie,rpg,singleplayer,indie rpg singleplayer
1437,365070,one manga day,adventure,free to play,singleplayer,adventure free to play singleplayer
1438,397124,star conflict fleet strengthcutter,action,massively multiplayer,multiplayer,action massively multiplayer multiplayer
1439,558244,euro truck simulator 2italia,indie,simulation,singleplayer,indie simulation singleplayer
1440,492530,the dark legions,indie,indie,singleplayer,indie indie singleplayer
1441,322900,war the game,indie,strategy,singleplayer,indie strategy singleplayer
1442,593054,dead rising 4slicecycle,action,action,singleplayer,action action singleplayer
1443,370340,depthsawtooth mako skin,action,action,singleplayer,action action singleplayer
1444,500248,train simulator aerotrain streamlined train addon,simulation,simulation,singleplayer,simulation simulation singleplayer
1445,326460,shellshock live,action,early access,singleplayer,action early access singleplayer
1446,741650,holy towers,strategy,early access,singleplayer,strategy early access singleplayer
1447,611421,planet coasterback to the future time machine construction kit,simulation,simulation,singleplayer,simulation simulation singleplayer
1448,513990,happy empire,adventure,adventure,singleplayer,adventure adventure singleplayer
1449,364800,star trek judgment rites,action,adventure,singleplayer,action adventure singleplayer
1450,636040,pixel worlds,adventure,free to play,online multiplayer,adventure free to play online multiplayer
1451,309870,call of duty ghostsblunt force character pack,action,action,singleplayer,action action singleplayer
1452,693020,space commander 9,action,early access,singleplayer,action early access singleplayer
1453,539640,racecario,free to play,free to play,singleplayer,free to play free to play singleplayer
1454,295094,rocksmith 2014 soundgardenblack hole sun,casual,casual,singleplayer,casual casual singleplayer
1455,243360,trackmania² valley,racing,racing,singleplayer,racing racing singleplayer
1456,315320,skilltree saga,action,rpg,singleplayer,action rpg singleplayer
1457,529840,brawl of ages,action,free to play,multiplayer,action free to play multiplayer
1458,401631,batman arkham knightrobin and batmobile skins pack,action,action,singleplayer,action action singleplayer
1459,600920,orange,none,anime,none,none anime none
1460,471570,grandpas table,casual,casual,singleplayer,casual casual singleplayer
1461,660240,fantasy groundsrippers online gaming figure flats token pack,indie,strategy,multiplayer,indie strategy multiplayer
1462,532770,time leap paradise super live,casual,free to play,singleplayer,casual free to play singleplayer
1463,584260,command livekorean missile crisis,simulation,strategy,singleplayer,simulation strategy singleplayer
1464,23600,depths of peril,indie,rpg,singleplayer,indie rpg singleplayer
1465,693870,achievement hunter wizard,action,adventure,singleplayer,action adventure singleplayer
1466,459880,playfortress,indie,early access,singleplayer,indie early access singleplayer
1467,698280,stars in shadow legacies,indie,strategy,singleplayer,indie strategy singleplayer
1468,643688,fsx steam editioncessna c185f skywagon addon,simulation,simulation,singleplayer,simulation simulation singleplayer
1469,341000,mad games tycoon,casual,management,singleplayer,casual management singleplayer
1470,402880,age of barbarian extended cut,action,action,singleplayer,action action singleplayer
1471,258353,rocksmith 2014 iron maiden song pack,casual,casual,singleplayer,casual casual singleplayer
1472,571960,tyto ecologyalaskan tundra ecosystem,casual,strategy,singleplayer,casual strategy singleplayer
1473,57650,dungeonssteam special edition,rpg,strategy,singleplayer,rpg strategy singleplayer
1474,204880,sins of a solar empire rebellion,indie,strategy,singleplayer,indie strategy singleplayer
1475,42925,the kings crusade new allies,strategy,strategy,singleplayer,strategy strategy singleplayer
1476,245430,wizardry 7 crusaders of the dark savant,adventure,rpg,singleplayer,adventure rpg singleplayer
1477,220811,f1 race starsindia track,racing,racing,singleplayer,racing racing singleplayer
1478,429260,super intergalactic gang,action,action,singleplayer,action action singleplayer
1479,408300,organ trailfinal cut expansion,indie,strategy,singleplayer,indie strategy singleplayer
1480,383690,mu complex,adventure,indie,singleplayer,adventure indie singleplayer
1481,552680,assassination boxost,action,action,singleplayer,action action singleplayer
1482,711140,forsaken generation,rpg,rpg,singleplayer,rpg rpg singleplayer
1483,326691,my lands builderartifact dlc pack,casual,indie,mmo,casual indie mmo
1484,736530,001 game creatorgeneral music addon,animation amp modeling,designillustration,downloadable content,animation amp modeling designillustration downloadable content
1485,743370,soccer manager 2018,sports,sports,singleplayer,sports sports singleplayer
1486,653230,serial cleaner official soundtrack,action,action,singleplayer,action action singleplayer
1487,12140,max payne,action,noir,singleplayer,action noir singleplayer
1488,419640,sculpting and rendering a cthulhu bust,none,tutorial,none,none tutorial none
1489,292160,ufo aftermath,strategy,strategy,singleplayer,strategy strategy singleplayer
1490,649550,three twenty oneextra content,adventure,adventure,singleplayer,adventure adventure singleplayer
1491,387060,earth overclocked,action,indie,singleplayer,action indie singleplayer
1492,756950,calliope force grey pack,action,strategy,singleplayer,action strategy singleplayer
1493,407830,space overlords,action,action,singleplayer,action action singleplayer
1494,404214,tane dlc bnsf railway emd sd70mac executive patch,simulation,simulation,singleplayer,simulation simulation singleplayer
1495,637718,rocksmith 2014 edition remastered muddy watersi cant be satisfied,casual,casual,singleplayer,casual casual singleplayer
1496,385690,wave mechanics,casual,strategy,singleplayer,casual strategy singleplayer
1497,699160,a plot story,casual,casual,singleplayer,casual casual singleplayer
1498,592550,seasteader,indie,strategy,singleplayer,indie strategy singleplayer
1499,466560,northgard,indie,early access,singleplayer,indie early access singleplayer
1500,674130,bare metal,free to play,free to play,singleplayer,free to play free to play singleplayer
1501,378330,antisquaddeluxe upgrade,action,strategy,singleplayer,action strategy singleplayer
1502,431470,inside the code,adventure,early access,singleplayer,adventure early access singleplayer
1503,331670,the jackbox party pack,casual,casual,singleplayer,casual casual singleplayer
1504,524594,fairy fencer f adf ultimate fencer accessory set 最強フェンサー装飾品セット 最強妖聖飾品套組,rpg,rpg,singleplayer,rpg rpg singleplayer
1505,622500,2 ninjas 1 cupsoundtrack,action,action,singleplayer,action action singleplayer
1506,206092,rocksmithlynyrd skynyrdfree bird,casual,casual,singleplayer,casual casual singleplayer
1507,640430,dragons dungeon awakening,action,rpg,singleplayer,action rpg singleplayer
1508,612620,detective butler maiden voyage murder,adventure,free to play,singleplayer,adventure free to play singleplayer
1509,548370,rezrog,adventure,turnbased,singleplayer,adventure turnbased singleplayer
1510,619050,fantasy groundscardstock cowboys horrors of the weird west token pack,indie,strategy,multiplayer,indie strategy multiplayer
1511,206132,rocksmiththe policemessage in a bottle,casual,casual,singleplayer,casual casual singleplayer
1512,381100,the men of yoshiwara kikuya,adventure,otome,singleplayer,adventure otome singleplayer
1513,530151,the exiledseeker pack,action,action,multiplayer,action action multiplayer
1514,536240,citizen package dlc,adventure,adventure,multiplayer,adventure adventure multiplayer
1515,688360,destiny of blood 血之命运,indie,early access,singleplayer,indie early access singleplayer
1516,287020,harvester,adventure,horror,singleplayer,adventure horror singleplayer
1517,404212,tane dlc duchess,simulation,simulation,singleplayer,simulation simulation singleplayer
1518,452380,made,none,movie,captions available,none movie captions available
1519,248310,freedom planet,action,platformer,singleplayer,action platformer singleplayer
1520,745440,jotmw cat and children jewel match,adventure,strategy,singleplayer,adventure strategy singleplayer
1521,37400,time gentlemen please and ben there dan that special editiondouble pack,adventure,pointclick,singleplayer,adventure pointclick singleplayer
1522,356560,east towerkurenai,adventure,adventure,singleplayer,adventure adventure singleplayer
1523,681560,no time to explain ost,action,action,singleplayer,action action singleplayer
1524,15160,petz horsez 2,simulation,simulation,singleplayer,simulation simulation singleplayer
1525,680550,zombie waiting,action,indie,singleplayer,action indie singleplayer
1526,20710,mr robot,action,indie,singleplayer,action indie singleplayer
1527,204530,infested planet,action,strategy,singleplayer,action strategy singleplayer
1528,229970,armada 2526 gold edition,indie,strategy,singleplayer,indie strategy singleplayer
1529,508520,minibotz,action,early access,singleplayer,action early access singleplayer
1530,537826,fourchords guitar karaokelana del rey song pack,casual,indie,singleplayer,casual indie singleplayer
1531,712070,lantern of worlds,adventure,adventure,singleplayer,adventure adventure singleplayer
1532,696740,ear buds the podcasting documentary,none,movie,captions available,none movie captions available
1533,561740,midboss,casual,indie,singleplayer,casual indie singleplayer
1534,295050,rocksmith 2014 tom petty song pack,casual,casual,singleplayer,casual casual singleplayer
1535,351290,survival postapocalypse now,action,early access,multiplayer,action early access multiplayer
1536,721104,marvel vs capcom infinitesigma,action,action,singleplayer,action action singleplayer
1537,436571,rocksmith 2014 my chemical romance song pack ii,casual,casual,singleplayer,casual casual singleplayer
1538,528052,tales of berseriahigh school costumes set,action,action,singleplayer,action action singleplayer
1539,610190,warriors allstars 無双スターズ,action,action,singleplayer,action action singleplayer
1540,259170,alone in the dark,action,adventure,singleplayer,action adventure singleplayer
1541,312690,sniper elite 3save churchill part 2 belly of the beast,action,action,singleplayer,action action singleplayer
1542,464880,stars in shadow,indie,4x,singleplayer,indie 4x singleplayer
1543,615720,jimmy dore sentenced to live,none,movie,captions available,none movie captions available
1544,413210,the mechanical bride,none,movie,none,none movie none
1545,569980,fantasy groundsrippers resurrected frightful expeditions savage worlds,indie,strategy,multiplayer,indie strategy multiplayer
1546,327171,lego batman 3 beyond gotham dlc batman 75th anniversary,action,action,singleplayer,action action singleplayer
1547,561535,clunkawesomenauts character,action,strategy,singleplayer,action strategy singleplayer
1548,357710,american history lux,indie,strategy,singleplayer,indie strategy singleplayer
1549,488994,epic character generatorseason 2 female warrior,design amp illustration,designillustration,downloadable content,design amp illustration designillustration downloadable content
1550,390395,rocksmith 2014 the black keys song pack ii,casual,casual,singleplayer,casual casual singleplayer
1551,384920,abd a beautiful day,indie,early access,mmo,indie early access mmo
1552,354430,star warsxwing special edition,action,action,singleplayer,action action singleplayer
1553,390398,rocksmith 2014 skilletawake and alive,casual,casual,singleplayer,casual casual singleplayer
1554,450500,ace of seafood,action,action,singleplayer,action action singleplayer
1555,295870,the dungeoning,action,rpg,singleplayer,action rpg singleplayer
1556,430220,tane dlc sncfagc languedoc,simulation,simulation,singleplayer,simulation simulation singleplayer
1557,749220,pixel zombie,action,action,singleplayer,action action singleplayer
1558,314730,worldcreator,utilities,utilities,none,utilities utilities none
1559,488060,age of empires ii hd rise of the rajas,strategy,strategy,singleplayer,strategy strategy singleplayer
1560,18430,crazy machines 15,casual,casual,singleplayer,casual casual singleplayer
1561,343090,simplerockets,indie,simulation,singleplayer,indie simulation singleplayer
1562,496630,empty horizons,indie,indie,singleplayer,indie indie singleplayer
1563,436110,medusas labyrinth,action,free to play,singleplayer,action free to play singleplayer
1564,711580,box maze 2family skins pack,action,strategy,singleplayer,action strategy singleplayer
1565,223430,miner wars 2081,action,action,singleplayer,action action singleplayer
1566,4870,cossacks art of war,strategy,strategy,singleplayer,strategy strategy singleplayer
1567,391580,egyptian senet,casual,casual,singleplayer,casual casual singleplayer
1568,684610,aerofly fs 2q400,indie,simulation,singleplayer,indie simulation singleplayer
1569,298930,darkness within 1 in pursuit of loath nolder,adventure,adventure,singleplayer,adventure adventure singleplayer
1570,525630,resin,action,action,singleplayer,action action singleplayer
1571,637420,hounds of love,none,violent,captions available,none violent captions available
1572,703760,chopper attack helicopters,action,simulation,singleplayer,action simulation singleplayer
1573,355280,brave furries,casual,casual,singleplayer,casual casual singleplayer
1574,472740,ghrian,action,action,singleplayer,action action singleplayer
1575,583110,freestylefootballstarter pack,action,strategy,singleplayer,action strategy singleplayer
1576,615020,king of the world,indie,early access,singleplayer,indie early access singleplayer
1577,518480,children who chase lost voices,none,anime,none,none anime none
1578,776950,carx drift racing onlinedeluxe,massively multiplayer,massively multiplayer,singleplayer,massively multiplayer massively multiplayer singleplayer
1579,661810,electricscribe,action,strategy,singleplayer,action strategy singleplayer
1580,455561,nightcry artbook,adventure,adventure,singleplayer,adventure adventure singleplayer
1581,371320,samsa and the knights of light,adventure,adventure,singleplayer,adventure adventure singleplayer
1582,595140,immortal redneck,action,action,singleplayer,action action singleplayer
1583,719370,ele blaze,action,action,singleplayer,action action singleplayer
1584,647740,airmen,action,action,multiplayer,action action multiplayer
1585,303590,hidden in plain sight,action,casual,local multiplayer,action casual local multiplayer
1586,358400,shadow warrior classic,action,action,singleplayer,action action singleplayer
1587,506120,sol trader soundtrack,indie,rpg,singleplayer,indie rpg singleplayer
1588,498550,depths of dread,indie,rpg,singleplayer,indie rpg singleplayer
1589,729840,doug stanhopes the unbookables,none,movie,captions available,none movie captions available
1590,345930,battle academy 2battle of kursk,strategy,strategy,singleplayer,strategy strategy singleplayer
1591,573180,100 orange juicenathtomatomimyuu character pack,indie,strategy,singleplayer,indie strategy singleplayer
1592,544850,fantasy groundsslipstream heart of steel savage worlds,indie,rpg,multiplayer,indie rpg multiplayer
1593,640670,bunny hop leaguemap pack 1,indie,indie,singleplayer,indie indie singleplayer
1594,514670,satellite command,indie,simulation,singleplayer,indie simulation singleplayer
1595,695210,the only living boy in new york,none,movie,captions available,none movie captions available
1596,637786,rocksmith 2014 edition remastered halestormmz hyde,casual,casual,singleplayer,casual casual singleplayer
1597,461934,sengoku jidai genko campaign 2nd mongol invasion of japan 1281,strategy,strategy,singleplayer,strategy strategy singleplayer
1598,298520,orbital gear,action,action,singleplayer,action action singleplayer
1599,319180,platypus ii,action,action,singleplayer,action action singleplayer
1600,460920,steep,action,sports,singleplayer,action sports singleplayer
1601,669940,aeternumoriginal sound track,action,action,singleplayer,action action singleplayer
1602,553180,are you ready,action,casual,singleplayer,action casual singleplayer
1603,556230,offroad paradise trial 4x4,action,racing,singleplayer,action racing singleplayer
1604,9180,commander keen,action,platformer,singleplayer,action platformer singleplayer
1605,384280,mute crimson,action,action,singleplayer,action action singleplayer
1606,616850,running with rifles pacific,action,action,singleplayer,action action singleplayer
1607,9200,rage,action,fps,singleplayer,action fps singleplayer
1608,1600,dangerous waters,strategy,strategy,singleplayer,strategy strategy singleplayer
1609,537180,digimon masters online,action,free to play,singleplayer,action free to play singleplayer
1610,722800,helibornepolish armed forces camouflage pack,action,action,singleplayer,action action singleplayer
1611,691240,going nowhere the dream,adventure,indie,singleplayer,adventure indie singleplayer
1612,398900,fjall,action,action,singleplayer,action action singleplayer
1613,302970,radiant defense,indie,strategy,singleplayer,indie strategy singleplayer
1614,505340,chapter two time dreams and underwater travel,adventure,adventure,singleplayer,adventure adventure singleplayer
1615,342768,rocksmith 2014 seetherbroken,casual,casual,singleplayer,casual casual singleplayer
1616,368960,tree of lifeupgrade to adventurer,indie,indie,mmo,indie indie mmo
1617,577760,tears of a dragon,indie,rpg,singleplayer,indie rpg singleplayer
1618,39190,dungeon siege,rpg,rpg,singleplayer,rpg rpg singleplayer
1619,312290,hero siegethe karp of doom digital collectors edition,action,action,singleplayer,action action singleplayer
1620,536150,fantasy groundsnew gods of mankindanointed token packgods of naalrinnon pack,indie,strategy,multiplayer,indie strategy multiplayer
1621,722220,escape from here,action,action,singleplayer,action action singleplayer
1622,269050,year walk,adventure,horror,singleplayer,adventure horror singleplayer
1623,277500,farming world,casual,simulation,singleplayer,casual simulation singleplayer
1624,260990,odesi music composition,audio production,utilities,none,audio production utilities none
1625,290400,the golems plight pack,rpg,rpg,singleplayer,rpg rpg singleplayer
1626,94303,the dream machine chapter 3,adventure,adventure,singleplayer,adventure adventure singleplayer
1627,285350,kingdom elemental,indie,strategy,singleplayer,indie strategy singleplayer
1628,32370,star warsknights of the old republic,adventure,rpg,singleplayer,adventure rpg singleplayer
1629,365900,pixel dungeon,adventure,pixel graphics,singleplayer,adventure pixel graphics singleplayer
1630,592461,shadow warrior 2 bounty hunt dlc part 2,action,action,singleplayer,action action singleplayer
1631,478301,teaching you road signsdriving test success,education,education,downloadable content,education education downloadable content
1632,415480,hyperdevotion noire goddess black heart neptunia,rpg,anime,singleplayer,rpg anime singleplayer
1633,361800,tree of life,indie,survival,multiplayer,indie survival multiplayer
1634,749090,miracle in the woods,none,movie,captions available,none movie captions available
1635,698357,zeke character for occult reraise,adventure,indie,singleplayer,adventure indie singleplayer
1636,558200,chains of satinav soundtrack,adventure,adventure,singleplayer,adventure adventure singleplayer
1637,572180,zap zone,action,casual,singleplayer,action casual singleplayer
1638,222072,rocksmithsantana song pack,casual,casual,singleplayer,casual casual singleplayer
1639,208810,tomb raider shanty town,action,action,singleplayer,action action singleplayer
1640,668830,raid on coasts,action,early access,singleplayer,action early access singleplayer
1641,693612,hide and seekbaseball cap,casual,free to play,multiplayer,casual free to play multiplayer
1642,566990,russian car driver,racing,racing,steam trading cards,racing racing steam trading cards
1643,553130,into the unknown,adventure,free to play,singleplayer,adventure free to play singleplayer
1644,480600,hunters legacy official soundtrack,action,action,singleplayer,action action singleplayer
1645,462070,iwo bloodbath in the bonins,strategy,strategy,singleplayer,strategy strategy singleplayer
1646,752010,rogue zillion,action,action,singleplayer,action action singleplayer
1647,467760,trappers delight,action,early access,singleplayer,action early access singleplayer
1648,454790,just another dayseduce me otome cd,casual,casual,singleplayer,casual casual singleplayer
1649,461520,grizzly valley,action,adventure,singleplayer,action adventure singleplayer
1650,658292,warriors allstars riothemed costume for naotora ii,action,action,singleplayer,action action singleplayer
1651,693630,hide and seeksmall ears,casual,free to play,multiplayer,casual free to play multiplayer
1652,73220,supreme ruler cold war,strategy,strategy,singleplayer,strategy strategy singleplayer
1653,37380,valerie porter and the scarlet scandal,casual,hidden object,singleplayer,casual hidden object singleplayer
1654,242550,rayman legends,action,platformer,singleplayer,action platformer singleplayer
1655,294916,rocksmith 2014 cakeshort skirtlong jacket,casual,casual,singleplayer,casual casual singleplayer
1656,444790,abandoned knight,action,casual,singleplayer,action casual singleplayer
1657,574672,vrc pro americas onroad tracks deluxe,action,action,singleplayer,action action singleplayer
1658,412430,empire tv tycoon soundtrack,casual,strategy,singleplayer,casual strategy singleplayer
1659,676800,dark descent the blue rose,adventure,adventure,singleplayer,adventure adventure singleplayer
1660,543260,wonder boy the dragons trap,action,action,singleplayer,action action singleplayer
1661,688246,blue reflectionarland maid costumes yuzuki,rpg,rpg,singleplayer,rpg rpg singleplayer
1662,731780,fantasy groundsmythic monster 7 inner planes pfrpg,indie,strategy,multiplayer,indie strategy multiplayer
1663,211580,wanderlust rebirth,action,rpg,singleplayer,action rpg singleplayer
1664,370310,tompi jones,action,casual,singleplayer,action casual singleplayer
1665,590225,rocksmith 2014 edition remastered new found glory song pack,casual,casual,singleplayer,casual casual singleplayer
1666,425010,scudbuster,action,action,singleplayer,action action singleplayer
1667,666070,grav grav gravity,adventure,adventure,singleplayer,adventure adventure singleplayer
1668,533552,dead or alive 5 last round core fighters character akira,action,action,singleplayer,action action singleplayer
1669,214570,ether vapor remaster,action,shoot em up,singleplayer,action shoot em up singleplayer
1670,754820,six days of snowost,indie,indie,singleplayer,indie indie singleplayer
1671,774431,casino slot machinesthe supreme king,adventure,adventure,singleplayer,adventure adventure singleplayer
1672,222545,train simulator db ice 2 emu addon,simulation,simulation,singleplayer,simulation simulation singleplayer
1673,271441,rocksmith 2014 bostonhitch a ride,casual,casual,singleplayer,casual casual singleplayer
1674,239140,dying light,action,zombies,singleplayer,action zombies singleplayer
1675,760900,in the thrall of darkness the gift of dreams,action,early access,singleplayer,action early access singleplayer
1676,41805,gratuitous space battles the nomads,strategy,strategy,singleplayer,strategy strategy singleplayer
1677,637813,rocksmith 2014 edition remastered johnny cashi walk the line,casual,casual,singleplayer,casual casual singleplayer
1678,416770,squarecells,casual,indie,singleplayer,casual indie singleplayer
1679,226580,f1 2014,racing,racing,singleplayer,racing racing singleplayer
1680,200185,worms revolution medieval tales dlc,strategy,strategy,singleplayer,strategy strategy singleplayer
1681,611320,think to die 3,casual,casual,singleplayer,casual casual singleplayer
1682,585190,a gummys life,action,early access,local multiplayer,action early access local multiplayer
1683,366060,teddy terror,action,early access,singleplayer,action early access singleplayer
1684,497620,awesomenautsbravely scoop iv eternal fantasy skin,action,strategy,singleplayer,action strategy singleplayer
1685,400160,concrete jungle,indie,strategy,singleplayer,indie strategy singleplayer
1686,378041,warhammer 40000 dawn of war iiretributionthe last stand necron overlord,strategy,strategy,multiplayer,strategy strategy multiplayer
1687,266050,into the dark ultimate trash edition,action,indie,singleplayer,action indie singleplayer
1688,559970,shrouded tales the spellbound land collectors edition,adventure,adventure,singleplayer,adventure adventure singleplayer
1689,421810,oh rpg,adventure,rpgmaker,singleplayer,adventure rpgmaker singleplayer
1690,269810,spate,action,indie,singleplayer,action indie singleplayer
1691,554180,pale spectrumpart two of the book of gray magic,adventure,adventure,singleplayer,adventure adventure singleplayer
1692,570580,zork anthology,adventure,adventure,singleplayer,adventure adventure singleplayer
1693,362100,hero generationscollectors edition content,indie,strategy,singleplayer,indie strategy singleplayer
1694,493810,jonahs path,free to play,free to play,singleplayer,free to play free to play singleplayer
1695,692310,repulse galactic rivals,action,action,singleplayer,action action singleplayer
1696,434920,last heroes 2,adventure,adventure,singleplayer,adventure adventure singleplayer
1697,319820,awesomenautsleon legionnaire skin,action,strategy,singleplayer,action strategy singleplayer
1698,266070,city of steam arkadia,action,free to play,multiplayer,action free to play multiplayer
1699,246252,pacman championship edition dx championship iiihighway ii courses,action,action,singleplayer,action action singleplayer
1700,430315,mx vs atv supercross encoresuzuki lt450r atv,racing,simulation,singleplayer,racing simulation singleplayer
1701,446390,onechanbara z2 chaos,action,action,singleplayer,action action singleplayer
1702,58200,jolly rover,adventure,adventure,singleplayer,adventure adventure singleplayer
1703,623080,planetarian hd,adventure,visual novel,singleplayer,adventure visual novel singleplayer
1704,38923,rhythm zone tornado visualizer dlc,indie,indie,singleplayer,indie indie singleplayer
1705,374630,mactabilis,action,action,singleplayer,action action singleplayer
1706,206124,rocksmithfoster the peoplepumped up kicks,casual,casual,singleplayer,casual casual singleplayer
1707,215922,magic 2014 warsmith foil conversion,none,none,downloadable content,none none downloadable content
1708,265193,thief dlc booster packghost,action,action,singleplayer,action action singleplayer
1709,653500,woosers handtomouth life phantasmagoric arc,none,anime,none,none anime none
1710,558640,kokurase episode 2,rpg,rpg,singleplayer,rpg rpg singleplayer
1711,505470,tower island soundtrack,adventure,strategy,singleplayer,adventure strategy singleplayer
1712,492946,rocksmith 2014 pantera5 minutes alone,casual,casual,singleplayer,casual casual singleplayer
1713,395860,the last dream developers edition,adventure,adventure,singleplayer,adventure adventure singleplayer
1714,455560,nightcry soundtrack,adventure,adventure,singleplayer,adventure adventure singleplayer
1715,584370,the trail frontier challenge,adventure,adventure,singleplayer,adventure adventure singleplayer
1716,208803,tomb raider headshot reticule,action,action,singleplayer,action action singleplayer
1717,637769,rocksmith 2014 edition remastered amon amarththe pursuit of vikings,casual,casual,singleplayer,casual casual singleplayer
1718,280180,hover,action,parkour,singleplayer,action parkour singleplayer
1719,314410,rampage knights,action,action,singleplayer,action action singleplayer
1720,586750,sonny,indie,rpg,singleplayer,indie rpg singleplayer
1721,94300,the dream machine chapter 12,adventure,adventure,singleplayer,adventure adventure singleplayer
1722,528640,rugby union team manager 2017,action,strategy,singleplayer,action strategy singleplayer
1723,289650,assassins creed unity,action,open world,singleplayer,action open world singleplayer
1724,49330,pirates of black cove,strategy,strategy,singleplayer,strategy strategy singleplayer
1725,605730,comedy dynamics classics full frontal comedy,none,comedy,captions available,none comedy captions available
1726,717540,de mambo,action,early access,singleplayer,action early access singleplayer
1727,634030,monster slayersfire and steel expansion,action,action,singleplayer,action action singleplayer
1728,245810,dcs a10c warthogdlc,simulation,simulation,singleplayer,simulation simulation singleplayer
1729,656760,savantalchemist soundtrack,action,action,singleplayer,action action singleplayer
1730,699510,the new california,action,indie,singleplayer,action indie singleplayer
1731,369805,rocksmith 2014 fleetwood macgo your own way,casual,casual,singleplayer,casual casual singleplayer
1732,337150,sentinels of the multiverse,indie,card game,singleplayer,indie card game singleplayer
1733,766530,the last vampire,adventure,indie,singleplayer,adventure indie singleplayer
1734,432180,discouraged workers teen,adventure,indie,singleplayer,adventure indie singleplayer
1735,674960,gods of the fallen land,action,action,singleplayer,action action singleplayer
1736,71119,light crusader,rpg,rpg,singleplayer,rpg rpg singleplayer
1737,666030,fighter creatorcommercial,action,designillustration,singleplayer,action designillustration singleplayer
1738,264120,victory the age of racing,free to play,racing,singleplayer,free to play racing singleplayer
1739,654680,ziggurat 3d chess,free to play,free to play,singleplayer,free to play free to play singleplayer
1740,428603,dariusburst chronicle savioursspace harrier,action,action,singleplayer,action action singleplayer
1741,725490,newold,action,action,singleplayer,action action singleplayer
1742,513096,ts marketplace gwr high waist collett coaches pack 01 addon,simulation,simulation,singleplayer,simulation simulation singleplayer
1743,457087,fsx steam editiongrumman e2c hawkeye addon,simulation,simulation,singleplayer,simulation simulation singleplayer
1744,418910,idle civilization,indie,early access,singleplayer,indie early access singleplayer
1745,552120,orbitplaying with gravity,casual,indie,singleplayer,casual indie singleplayer
1746,475220,kabitis,action,casual,singleplayer,action casual singleplayer
1747,293340,the good life,casual,indie,singleplayer,casual indie singleplayer
1748,412380,legend 1994,action,action,singleplayer,action action singleplayer
1749,717090,gameready assets,animation amp modeling,designillustration,none,animation amp modeling designillustration none
1750,636410,dungeonmanspay2lose,adventure,strategy,singleplayer,adventure strategy singleplayer
1751,605940,awesomenautssoulhuntress raelynn skin,action,strategy,singleplayer,action strategy singleplayer
1752,635540,keeperrl official soundtrack,rpg,strategy,singleplayer,rpg strategy singleplayer
1753,498330,cats are liquid,adventure,indie,singleplayer,adventure indie singleplayer
1754,443660,codename panzers phase two soundtrack,strategy,strategy,singleplayer,strategy strategy singleplayer
1755,447800,lostwinds 2 winter of the melodias,adventure,adventure,singleplayer,adventure adventure singleplayer
1756,201804,orcs must die 2fire and water booster pack,action,action,downloadable content,action action downloadable content
1757,569687,toukiden 2mission collection set 1,action,action,singleplayer,action action singleplayer
1758,533602,riders of icarus legendary grim riders package,adventure,massively multiplayer,singleplayer,adventure massively multiplayer singleplayer
1759,609430,fantasy groundsthe keeper of realms map pack,indie,strategy,multiplayer,indie strategy multiplayer
1760,420340,south west europe scenery collection,indie,indie,singleplayer,indie indie singleplayer
1761,206370,tales from space mutant blobs attack,action,indie,singleplayer,action indie singleplayer
1762,513107,ts marketplace seacow wagon pack addon,simulation,simulation,singleplayer,simulation simulation singleplayer
1763,252690,fantasy grounds,indie,rpg,multiplayer,indie rpg multiplayer
1764,557390,koikoi japan ukiyoe tours vol3,casual,casual,singleplayer,casual casual singleplayer
1765,297514,coh 2okw commander scavenge doctrine,strategy,strategy,singleplayer,strategy strategy singleplayer
1766,258401,rocksmith 2014 golden bomber song pack,casual,casual,singleplayer,casual casual singleplayer
1767,466130,white day a labyrinth named school,action,adventure,singleplayer,action adventure singleplayer
1768,765940,sok,casual,casual,singleplayer,casual casual singleplayer
1769,360080,fsx steam editionpiper j3 cub addon,simulation,simulation,singleplayer,simulation simulation singleplayer
1770,746060,warspear online winter pack,free to play,free to play,online multiplayer,free to play free to play online multiplayer
1771,533150,super loh,action,indie,singleplayer,action indie singleplayer
